"","model","fpr","tpr","threshold"
"405","SVM",1,1,"0.0404040404040404"
"406","SVM",1,1,"0.0505050505050505"
"407","SVM",0.976744186046512,1,"0.0606060606060606"
"408","SVM",0.930232558139535,1,"0.0707070707070707"
"409","SVM",0.906976744186046,1,"0.0808080808080808"
"410","SVM",0.883720930232558,1,"0.0909090909090909"
"411","SVM",0.883720930232558,1,"0.101010101010101"
"412","SVM",0.883720930232558,0.992700729927007,"0.111111111111111"
"413","SVM",0.813953488372093,0.985401459854015,"0.121212121212121"
"414","SVM",0.732558139534884,0.978102189781022,"0.131313131313131"
"415","SVM",0.662790697674419,0.978102189781022,"0.141414141414141"
"416","SVM",0.63953488372093,0.978102189781022,"0.151515151515152"
"417","SVM",0.581395348837209,0.978102189781022,"0.161616161616162"
"418","SVM",0.430232558139535,0.963503649635037,"0.171717171717172"
"419","SVM",0.383720930232558,0.963503649635037,"0.181818181818182"
"420","SVM",0.372093023255814,0.963503649635037,"0.191919191919192"
"421","SVM",0.36046511627907,0.963503649635037,"0.202020202020202"
"422","SVM",0.348837209302326,0.963503649635037,"0.212121212121212"
"423","SVM",0.337209302325581,0.963503649635037,"0.222222222222222"
"424","SVM",0.337209302325581,0.963503649635037,"0.232323232323232"
"425","SVM",0.337209302325581,0.963503649635037,"0.242424242424242"
"426","SVM",0.337209302325581,0.963503649635037,"0.252525252525253"
"427","SVM",0.337209302325581,0.963503649635037,"0.262626262626263"
"428","SVM",0.337209302325581,0.963503649635037,"0.272727272727273"
"429","SVM",0.290697674418605,0.934306569343066,"0.282828282828283"
"430","SVM",0.27906976744186,0.934306569343066,"0.292929292929293"
"431","SVM",0.27906976744186,0.934306569343066,"0.303030303030303"
"432","SVM",0.27906976744186,0.934306569343066,"0.313131313131313"
"433","SVM",0.27906976744186,0.934306569343066,"0.323232323232323"
"434","SVM",0.27906976744186,0.934306569343066,"0.333333333333333"
"435","SVM",0.255813953488372,0.934306569343066,"0.343434343434343"
"436","SVM",0.232558139534884,0.927007299270073,"0.353535353535354"
"437","SVM",0.232558139534884,0.905109489051095,"0.363636363636364"
"438","SVM",0.232558139534884,0.905109489051095,"0.373737373737374"
"439","SVM",0.232558139534884,0.905109489051095,"0.383838383838384"
"440","SVM",0.22093023255814,0.905109489051095,"0.393939393939394"
"441","SVM",0.197674418604651,0.905109489051095,"0.404040404040404"
"442","SVM",0.197674418604651,0.905109489051095,"0.414141414141414"
"443","SVM",0.186046511627907,0.905109489051095,"0.424242424242424"
"444","SVM",0.186046511627907,0.905109489051095,"0.434343434343434"
"445","SVM",0.186046511627907,0.905109489051095,"0.444444444444444"
"446","SVM",0.186046511627907,0.905109489051095,"0.454545454545455"
"447","SVM",0.186046511627907,0.897810218978102,"0.464646464646465"
"448","SVM",0.174418604651163,0.897810218978102,"0.474747474747475"
"449","SVM",0.174418604651163,0.89051094890511,"0.484848484848485"
"450","SVM",0.162790697674419,0.89051094890511,"0.494949494949495"
"451","SVM",0.162790697674419,0.89051094890511,"0.505050505050505"
"452","SVM",0.162790697674419,0.89051094890511,"0.515151515151515"
"453","SVM",0.162790697674419,0.89051094890511,"0.525252525252525"
"454","SVM",0.162790697674419,0.89051094890511,"0.535353535353535"
"455","SVM",0.162790697674419,0.89051094890511,"0.545454545454546"
"456","SVM",0.162790697674419,0.89051094890511,"0.555555555555556"
"457","SVM",0.162790697674419,0.89051094890511,"0.565656565656566"
"458","SVM",0.162790697674419,0.89051094890511,"0.575757575757576"
"459","SVM",0.162790697674419,0.89051094890511,"0.585858585858586"
"460","SVM",0.162790697674419,0.89051094890511,"0.595959595959596"
"461","SVM",0.162790697674419,0.883211678832117,"0.606060606060606"
"462","SVM",0.162790697674419,0.883211678832117,"0.616161616161616"
"463","SVM",0.162790697674419,0.883211678832117,"0.626262626262626"
"464","SVM",0.162790697674419,0.883211678832117,"0.636363636363636"
"465","SVM",0.162790697674419,0.883211678832117,"0.646464646464647"
"466","SVM",0.162790697674419,0.883211678832117,"0.656565656565657"
"467","SVM",0.162790697674419,0.883211678832117,"0.666666666666667"
"468","SVM",0.162790697674419,0.883211678832117,"0.676767676767677"
"469","SVM",0.162790697674419,0.883211678832117,"0.686868686868687"
"470","SVM",0.162790697674419,0.883211678832117,"0.696969696969697"
"471","SVM",0.162790697674419,0.883211678832117,"0.707070707070707"
"472","SVM",0.162790697674419,0.883211678832117,"0.717171717171717"
"473","SVM",0.162790697674419,0.875912408759124,"0.727272727272727"
"474","SVM",0.151162790697674,0.875912408759124,"0.737373737373737"
"475","SVM",0.151162790697674,0.875912408759124,"0.747474747474748"
"476","SVM",0.13953488372093,0.875912408759124,"0.757575757575758"
"477","SVM",0.13953488372093,0.861313868613139,"0.767676767676768"
"478","SVM",0.13953488372093,0.854014598540146,"0.777777777777778"
"479","SVM",0.13953488372093,0.846715328467153,"0.787878787878788"
"480","SVM",0.13953488372093,0.846715328467153,"0.797979797979798"
"481","SVM",0.13953488372093,0.839416058394161,"0.808080808080808"
"482","SVM",0.13953488372093,0.824817518248175,"0.818181818181818"
"483","SVM",0.13953488372093,0.81021897810219,"0.828282828282828"
"484","SVM",0.13953488372093,0.744525547445255,"0.838383838383838"
"485","SVM",0.0465116279069767,0.306569343065693,"0.848484848484849"
"486","SVM",0.0116279069767442,0.116788321167883,"0.858585858585859"
"487","SVM",0.0116279069767442,0.102189781021898,"0.868686868686869"
"488","SVM",0,0.0510948905109489,"0.878787878787879"
"489","SVM",0,0.0510948905109489,"0.888888888888889"
"490","SVM",0,0.0364963503649635,"0.898989898989899"
"491","SVM",0,0.0218978102189781,"0.909090909090909"
"492","SVM",0,0.0072992700729927,"0.919191919191919"
"493","SVM",0,0.0072992700729927,"0.929292929292929"
"494","SVM",0,0.0072992700729927,"0.939393939393939"
"495","SVM",0,0.0072992700729927,"0.94949494949495"
"496","SVM",0,0,"0.95959595959596"
"497","SVM",0,0,"0.96969696969697"
"498","SVM",0,0,"0.97979797979798"
"499","SVM",0,0,"0.98989898989899"
"500","SVM",0,0,"1"
"501","ADABOOST",1,1,"0"
"502","ADABOOST",1,1,"0.0101010101010101"
"503","ADABOOST",1,1,"0.0202020202020202"
"504","ADABOOST",1,1,"0.0303030303030303"
"505","ADABOOST",1,1,"0.0404040404040404"
"506","ADABOOST",1,1,"0.0505050505050505"
"507","ADABOOST",1,1,"0.0606060606060606"
"508","ADABOOST",1,1,"0.0707070707070707"
"509","ADABOOST",1,1,"0.0808080808080808"
"510","ADABOOST",1,1,"0.0909090909090909"
"511","ADABOOST",1,1,"0.101010101010101"
"512","ADABOOST",1,1,"0.111111111111111"
"513","ADABOOST",1,1,"0.121212121212121"
"514","ADABOOST",1,1,"0.131313131313131"
"515","ADABOOST",1,1,"0.141414141414141"
"516","ADABOOST",1,1,"0.151515151515152"
"517","ADABOOST",0.988372093023256,1,"0.161616161616162"
"518","ADABOOST",0.976744186046512,1,"0.171717171717172"
"519","ADABOOST",0.976744186046512,1,"0.181818181818182"
"520","ADABOOST",0.976744186046512,1,"0.191919191919192"
"521","ADABOOST",0.965116279069767,1,"0.202020202020202"
"522","ADABOOST",0.930232558139535,1,"0.212121212121212"
"523","ADABOOST",0.918604651162791,1,"0.222222222222222"
"524","ADABOOST",0.906976744186046,1,"0.232323232323232"
"525","ADABOOST",0.906976744186046,1,"0.242424242424242"
"526","ADABOOST",0.872093023255814,1,"0.252525252525253"
"527","ADABOOST",0.802325581395349,1,"0.262626262626263"
"528","ADABOOST",0.767441860465116,1,"0.272727272727273"
"529","ADABOOST",0.732558139534884,1,"0.282828282828283"
"530","ADABOOST",0.720930232558139,1,"0.292929292929293"
"531","ADABOOST",0.697674418604651,1,"0.303030303030303"
"532","ADABOOST",0.674418604651163,1,"0.313131313131313"
"533","ADABOOST",0.674418604651163,1,"0.323232323232323"
"534","ADABOOST",0.651162790697674,1,"0.333333333333333"
"535","ADABOOST",0.616279069767442,1,"0.343434343434343"
"536","ADABOOST",0.581395348837209,1,"0.353535353535354"
"537","ADABOOST",0.534883720930233,1,"0.363636363636364"
"538","ADABOOST",0.476744186046512,1,"0.373737373737374"
"539","ADABOOST",0.430232558139535,1,"0.383838383838384"
"540","ADABOOST",0.406976744186047,1,"0.393939393939394"
"541","ADABOOST",0.36046511627907,1,"0.404040404040404"
"542","ADABOOST",0.325581395348837,1,"0.414141414141414"
"543","ADABOOST",0.232558139534884,1,"0.424242424242424"
"544","ADABOOST",0.209302325581395,1,"0.434343434343434"
"545","ADABOOST",0.162790697674419,1,"0.444444444444444"
"546","ADABOOST",0.13953488372093,1,"0.454545454545455"
"547","ADABOOST",0.13953488372093,1,"0.464646464646465"
"548","ADABOOST",0.0930232558139535,1,"0.474747474747475"
"549","ADABOOST",0.0697674418604651,1,"0.484848484848485"
"550","ADABOOST",0.0581395348837209,0.992700729927007,"0.494949494949495"
"551","ADABOOST",0.0348837209302326,0.985401459854015,"0.505050505050505"
"552","ADABOOST",0.0116279069767442,0.970802919708029,"0.515151515151515"
"553","ADABOOST",0.0116279069767442,0.956204379562044,"0.525252525252525"
"554","ADABOOST",0.0116279069767442,0.948905109489051,"0.535353535353535"
"555","ADABOOST",0,0.934306569343066,"0.545454545454546"
"556","ADABOOST",0,0.912408759124088,"0.555555555555556"
"557","ADABOOST",0,0.854014598540146,"0.565656565656566"
"558","ADABOOST",0,0.832116788321168,"0.575757575757576"
"559","ADABOOST",0,0.744525547445255,"0.585858585858586"
"560","ADABOOST",0,0.686131386861314,"0.595959595959596"
"561","ADABOOST",0,0.642335766423358,"0.606060606060606"
"562","ADABOOST",0,0.627737226277372,"0.616161616161616"
"563","ADABOOST",0,0.569343065693431,"0.626262626262626"
"564","ADABOOST",0,0.525547445255474,"0.636363636363636"
"565","ADABOOST",0,0.489051094890511,"0.646464646464647"
"566","ADABOOST",0,0.416058394160584,"0.656565656565657"
"567","ADABOOST",0,0.372262773722628,"0.666666666666667"
"568","ADABOOST",0,0.343065693430657,"0.676767676767677"
"569","ADABOOST",0,0.291970802919708,"0.686868686868687"
"570","ADABOOST",0,0.262773722627737,"0.696969696969697"
"571","ADABOOST",0,0.226277372262774,"0.707070707070707"
"572","ADABOOST",0,0.211678832116788,"0.717171717171717"
"573","ADABOOST",0,0.175182481751825,"0.727272727272727"
"574","ADABOOST",0,0.153284671532847,"0.737373737373737"
"575","ADABOOST",0,0.116788321167883,"0.747474747474748"
"576","ADABOOST",0,0.072992700729927,"0.757575757575758"
"577","ADABOOST",0,0.0437956204379562,"0.767676767676768"
"578","ADABOOST",0,0.0291970802919708,"0.777777777777778"
"579","ADABOOST",0,0.0218978102189781,"0.787878787878788"
"580","ADABOOST",0,0.0145985401459854,"0.797979797979798"
"581","ADABOOST",0,0.0072992700729927,"0.808080808080808"
"582","ADABOOST",0,0,"0.818181818181818"
"583","ADABOOST",0,0,"0.828282828282828"
"584","ADABOOST",0,0,"0.838383838383838"
"585","ADABOOST",0,0,"0.848484848484849"
"586","ADABOOST",0,0,"0.858585858585859"
"587","ADABOOST",0,0,"0.868686868686869"
"588","ADABOOST",0,0,"0.878787878787879"
"589","ADABOOST",0,0,"0.888888888888889"
"590","ADABOOST",0,0,"0.898989898989899"
"591","ADABOOST",0,0,"0.909090909090909"
"592","ADABOOST",0,0,"0.919191919191919"
"593","ADABOOST",0,0,"0.929292929292929"
"594","ADABOOST",0,0,"0.939393939393939"
"595","ADABOOST",0,0,"0.94949494949495"
"596","ADABOOST",0,0,"0.95959595959596"
"597","ADABOOST",0,0,"0.96969696969697"
"598","ADABOOST",0,0,"0.97979797979798"
"599","ADABOOST",0,0,"0.98989898989899"
"600","ADABOOST",0,0,"1"
"601","BASELINE",0,0,"0"
"602","BASELINE",1,1,"1"
